M,K,time,A,B
1024,1024,11.8259,./dataset/1024_1024_30.tns,./dataset/1024_1024_30.tns
1024,1024,12.4309,./dataset/1024_1024_30.tns,./dataset/1024_1024_30.tns
512,512,3.05576,./dataset/512_512_20.tns,./dataset/512_512_20.tns
512,512,2.90583,./dataset/512_512_20.tns,./dataset/512_512_20.tns
512,512,2.97327,./dataset/512_512_20.tns,./dataset/512_512_20.tns
512,512,3.16264,./dataset/512_512_20.tns,./dataset/512_512_20.tns
512,512,2.96128,./dataset/512_512_20.tns,./dataset/512_512_20.tns
512,512,2.99261,./dataset/512_512_20.tns,./dataset/512_512_20.tns
512,512,3.0024,./dataset/512_512_20.tns,./dataset/512_512_20.tns
512,512,3.04742,./dataset/512_512_20.tns,./dataset/512_512_20.tns
512,512,2.98206,./dataset/512_512_20.tns,./dataset/512_512_20.tns
512,512,3.13888,./dataset/512_512_20.tns,./dataset/512_512_20.tns
2048,2048,101.962,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
2048,2048,102.538,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
2048,2048,111.905,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
2048,2048,112.433,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
2048,2048,112.122,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
2048,2048,110.771,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
2048,2048,103.009,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
2048,2048,103.235,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
2048,2048,104.531,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
2048,2048,104.712,./dataset/2048_2048_50.tns,./dataset/2048_2048_50.tns
4096,4096,1065.74,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,1083.17,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,1109.03,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,1276.84,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,1178.3,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,1110.36,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,1108.53,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,1098.47,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,1122.22,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
4096,4096,1296.21,./dataset/4096_4096_50.tns,./dataset/4096_4096_50.tns
512,512,4.27751,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.19636,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.10536,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.67198,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.02619,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.66033,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.99778,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,3.99191,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.16427,./dataset/512_512_60.tns,./dataset/512_512_60.tns
512,512,4.74997,./dataset/512_512_60.tns,./dataset/512_512_60.tns
1024,1024,17.6981,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,17.1975,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,17.7816,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,17.2014,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,19.9629,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,20.1735,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,19.3132,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,19.749,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,17.2125,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
1024,1024,18.6928,./dataset/1024_1024_60.tns,./dataset/1024_1024_60.tns
4096,4096,2146.37,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,2130.17,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,2072.83,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,2097.64,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,2101.28,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,2125.37,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,2115.55,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,2119.2,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,2096.57,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
4096,4096,2176.14,./dataset/4096_4096_80.tns,./dataset/4096_4096_80.tns
512,512,4.94989,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.0488,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.03425,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,4.73504,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.17851,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.1341,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.44028,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,9.80665,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.1664,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,5.41486,./dataset/512_512_80.tns,./dataset/512_512_80.tns
512,512,2.9699,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,3.1912,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,2.86721,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,2.96171,./dataset/512_512_10.tns,./dataset/512_512_10.tns
512,512,2.90812,./dataset/512_512_10.tns,./dataset/512_512_10.tns
