M,K,time,A,B
2048,2048,115.976753,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,113.390971,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,111.517164,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,114.178543,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,124.698212,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,128.054539,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,118.556314,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,114.182458,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,112.893007,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
2048,2048,17.851675,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,17.921603,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,17.813325,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,17.714090,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,17.584179,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,17.736926,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,17.674149,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,22.656378,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,17.748364,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,17.638624,./dataset/2048_2048_10.tns,./dataset/2048_2048_10.tns
2048,2048,35.696538,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,27.265838,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,35.757242,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,34.521465,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,26.984743,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,27.349688,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,26.891578,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,27.372484,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,32.073707,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,27.312722,./dataset/2048_2048_20.tns,./dataset/2048_2048_20.tns
2048,2048,181.151647,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,180.874957,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,183.189898,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
